990,dairy-cheese,saga,cheese,sag,,vegetable-olives
2377,dairy-cheese,ambert,cheese,camembert,,vegetable-onions
2565,dairy-cheese,serat,cheese,serai,,vegetable-other
2605,dairy-cheese,aragon,cheese,tarragon,,vegetable-peas
3070,dairy-cheese,jindi brie,cheese,indian rice,,vegetable-peppers
3112,dairy-cheese,tala,cheese,ala,,vegetable-pods
3326,dairy-cheese,prince-jean,cheese,prince bean,,vegetable-potatoes
3477,dairy-cheese,mexican cheese,none,bean cheese,,vegetable-root
3479,dairy-cheese,brie cheese,none,bean cheese,,vegetable-sea
3481,dairy-cheese,vegan cheese,none,bean cheese,,vegetable-sprouts
3483,dairy-cheese,bath cheese,cheese,bean cheese,,vegetable-squash
3485,dairy-cheese,beer cheese,cheese,bean cheese,,vegetable-stalk
3511,dairy-cheese,colby cheese,none,soya cheese,,vegetable-sweet potatoes
4173,dairy-cheese,meira,cheese,madeira,,vegetable-tomatoes
4597,dairy-cheese,greek feta,none,greek bread,,vegetable-tuber
4912,dairy-cheese,ridder,cheese,griddle,,vinegars
4947,dairy-cheese,feta cheese,cheese,headcheese,,wine
4948,dairy-cheese,herb cheese,none,headcheese,,
5120,dairy-cheese,asiago,cheese,masago,,
1685,dairy-cultured,strawberry yogurt,none,strawberry tomato,,
2379,dairy-cultured,crema agria,cheese,crema dania,,
2709,dairy-cultured,vanilla pudding,none,vanilla pod,,
3047,dairy-cultured,creme fraiche,cheese,cream of rice,,
3350,dairy-cultured,cream yogurt,none,cream nut,,
3501,dairy-cultured,plain soy yogurt,none,soy yogurt,,
3513,dairy-cultured,non-fat sour cream,dairy,tofu sour cream,,
3515,dairy-cultured,light sour cream,none,tofu sour cream,,
3517,dairy-cultured,low-fat sour cream,none,tofu sour cream,,
3519,dairy-cultured,full fat sour cream,none,tofu sour cream,,
3521,dairy-cultured,daisy sour cream,none,soy sour cream,,
3523,dairy-cultured,non dairy sour cream,none,soy sour cream,,
4389,dairy-cultured,plain yogurt,dairy,plain flour,,
2233,dairy-milk,low-fat milk,dairy,oat milk,,
2235,dairy-milk,sour milk,none,soya milk,,
2237,dairy-milk,goat milk,dairy,soya milk,,
2705,dairy-milk,vanilla cream,none,vanilla bean,,
3459,dairy-milk,cream sauce,none,bean sauce,,
3779,dairy-milk,chocolate milk,none,hot chocolate mix,,
4388,dairy-milk,cream lowfat,none,cream of wheat,,
3410,dairy-non,almond milk,none,almond meal,,
3623,dairy-non,egg substitute,dairy,salt substitute,,
3695,dairy-non,rice milk,none,rice malt,,
5204,dairy-non,unsweetened almond milk,none,sweet almond oil,,
1572,flours,ramen,none,arame,,
2451,flours,cavatelli,none,locatelli,,
3144,flours,instant yeast,general,instant oat,,
3404,flours,coconut flour,none,nut flour,,
4079,flours,brown rice penne,none,brown rice vinegar,,
4325,flours,whole wheat linguine,none,whole wheat flour,,
4327,flours,whole wheat fusilli,none,whole wheat flour,,
4337,flours,whole wheat orzo,none,whole wheat flour,,
4408,flours,arepa flour,none,rice flour,,
4418,flours,dried soba,none,dried pasta,,
4428,flours,fideos pasta,none,fresh pasta,,
4429,flours,elbow pasta,none,long pasta,,
4433,flours,brown rice spaghetti,none,brown rice pasta,,
4434,flours,orzo pasta,none,short pasta,,
4436,flours,dry pasta,none,soy pasta,,
4439,flours,whole wheat tortilla,general,whole wheat pasta,,
4444,flours,whole wheat penne,none,whole wheat pasta,,
4445,flours,whole wheat penne pasta,none,whole wheat pasta,,
4446,flours,whole wheat angel hair pasta,none,whole wheat pasta,,
4448,flours,whole wheat rigatoni,none,whole wheat pasta,,
4449,flours,whole wheat pizza crust,none,whole wheat pasta,,
4450,flours,whole grain pasta,none,whole wheat pasta,,
4452,flours,whole wheat rotini pasta,none,whole wheat pasta,,
4457,flours,whole wheat pasta shell,none,whole wheat pasta,,
4458,flours,whole wheat spiral pasta,none,whole wheat pasta,,
4459,flours,spaghettini,none,spaghetti,,
4460,flours,thin spaghetti,none,spaghetti,,
4461,flours,fettucine,pasta,fettucci,,
4462,flours,dry lasagna,none,lasagna,,
4465,flours,oven-ready lasagna noodle,none,oven ready lasagne,,
4466,flours,barilla oven-ready lasagne,none,oven ready lasagne,,
4467,flours,lasagne,none,lasagnette,,
4468,flours,jumbo pasta shell,none,jumbo shell,,
4469,flours,bow-tie pasta,pasta,bow tie pasta,,
4473,flours,conchiglie,none,conchigliette,,
4474,flours,farfallini,none,farfalline,,
4475,flours,tubetti,none,tubettini,,
4476,flours,ravioli,none,raviolo,,
4477,flours,tortellini,none,tortelli,,
4478,flours,tortelloni,none,tortelli,,
4479,flours,banh pho rice noodle,none,asian rice noodle,,
4481,flours,buckwheat soba noodle,none,chuka soba noodle,,
4483,flours,hong kong-style noodle,none,hong kong style noodle,,
4484,flours,shanghai-style noodle,none,shanghai style noodle,,
4486,flours,canton noodle,none,won ton noodle,,
4487,flours,yakisoba noodle,none,laksa noodle,,
4488,flours,dried fettuccine,none,rice fettuccine,,
4489,flours,dry fettuccine,none,rice fettuccine,,
4490,flours,uncooked vermicelli,none,rice vermicelli,,
4492,flours,brown rice noodle,none,river rice noodle,,
4497,flours,rice noodle,general,vermicelli noodle,,
4498,flours,mung bean noodle,none,mung pea noodle,,
4499,flours,mung bean vermicelli,none,korean vermicelli,,
4500,flours,sweet potato vermicelli,none,sweet potatovermicelli,,
4501,flours,buckwheat noodle,none,korean buckwheat noodle,,
4506,flours,vermicelli,none,soy vermicelli,,
4508,flours,lasagna noodle,pasta,csiga noodle,,
4509,flours,soba noodle,none,csiga noodle,,
4510,flours,egg noodle,pasta,greek egg noodle,,
4511,flours,wide egg noodle,none,greek egg noodle,,
4512,flours,fine egg noodle,none,greek egg noodle,,
4513,flours,frozen bread dough,none,bread dough,,
4514,flours,kenafa,cheese,konafah,,
4517,flours,shortcrust pastry,none,short pastry,,
4518,flours,phyllo pastry,none,phyllo pastry leaf,,
4519,flours,puff pastry sheet,none,puff pastry,,
4520,flours,puff pastry cup,none,puff pastry,,
4521,flours,tartlet shell,none,tart shell,,
4547,flours,angel hair,pasta,angel s hair,,
4606,flours,cannelloni shell,none,cannoli shell,,
4621,flours,macaroni,none,macaroon,,
4782,flours,shell pasta,none,shell roast,,
4889,flours,fresh udon,none,fresh bacon,,
5045,flours,yellow cake mix,none,yellow croaker,,
5123,flours,masa,none,masago,,
5134,flours,cornmeal,general,coral,,
5235,flours,wheat flour,none,malt flour,,
5236,flours,maida flour,none,malt flour,,
5237,flours,millet flour,none,malt flour,,
4440,flowers,whole wheat spaghetti,none,whole wheat pasta,,
4471,flowers,orchid,none,torchio,,
2087,fruit,hala fruit,fruits,glace fruit,,
2209,fruit,jocote,fruits,jocoque,,
2779,fruit,binjai,fruits,bija,,
3136,fruit,yellow mombin,fruits,yellow hominy,,
3364,fruit,monkey fruit,fruits,monkey nut,,
3905,fruit,red currant,none,red curry paste,,
3945,fruit,tamarillo,fruits,tamari,,
4177,fruit,marula,fruits,marsala,,
4185,fruit,mamoncillo,fruits,amontillado,,
4644,fruit,coconut chip,none,corn chip,,
4975,fruit,chinese date,fruits,chinese ham,,
4989,fruit,sliced pear,none,sliced ham,,
1238,fruit-berries,fresh cranberry,none,fresh cranberry bean,,
2033,fruit-berries,black currant,fruits,black currant jelly,,
2041,fruit-berries,blackcurrant,fruits,black currant jelly,,
2045,fruit-berries,blueberry,fruits,blueberry jam,,
2967,fruit-berries,riberry,fruits,berry,,
2969,fruit-berries,barberry,fruits,berry,,
2971,fruit-berries,barberry,herbs,berry,,
2973,fruit-berries,tayberry,fruits,berry,,
2975,fruit-berries,bayberry,fruits,berry,,
2977,fruit-berries,yumberry,fruits,berry,,
3120,fruit-berries,wheatberries,none,whole wheatberries,,
3186,fruit-berries,curry berry,fruits,rye berry,,
3188,fruit-berries,emu berry,fruits,rye berry,,
3190,fruit-berries,red mulberry,fruits,rye berry,,
3192,fruit-berries,red bayberry,fruits,rye berry,,
3286,fruit-berries,cranberry,fruits,cranberry bean,,
4189,fruit-berries,apple berry,fruits,apple brandy,,
5049,fruit-berries,black mulberry,fruits,black mullet,,
5052,fruit-berries,white mulberry,fruits,white mullet,,
1244,fruit-citrus,fresh lime,none,fresh lima bean,,
1462,fruit-citrus,finger lime,fruits,finger chili,,
1761,fruit-citrus,fresh orange,none,fresh prune,,
1817,fruit-citrus,citrus fruit,none,cactus fruit,,
2121,fruit-citrus,lemon slice,fruits,lemon juice,,
2125,fruit-citrus,lime slice,none,lime juice,,
2559,fruit-citrus,kaffir lime,fruits,kaffir lime leaf,,
3015,fruit-citrus,spanish lime,fruits,spanish rice,,
3527,fruit-citrus,sweet lemon,fruits,sweet miso,,
4069,fruit-citrus,tamarind pod,none,tamarind paste,,
4141,fruit-citrus,orange slice,none,orange liqueur,,
4422,fruit-citrus,orange zest,fruits,orange pasta,,
4859,fruit-citrus,round lime,fruits,ground lamb,,
5034,fruit-citrus,orange peel,none,conger eel,,
2221,fruit-dry,coconut flake,none,coconut milk,,
5006,fruit-dry,dried pear,none,dried meat,,
5008,fruit-dry,dried peach,none,dried meat,,
5009,fruit-dry,dried mango,none,dried meat,,
5071,fruit-dry,dried coconut flake,none,dried bonito flake,,
2863,fruit-juice,pomegranate juice,none,pomegranate seed,,
3062,fruit-juice,pear juice,none,pearl rice,,
3647,fruit-juice,coconut water,none,coconut sugar,,
3703,fruit-juice,orange juice,fruits,cane juice,,
3707,fruit-juice,cranberry juice,none,cane juice,,
3709,fruit-juice,mango juice,none,cane juice,,
3711,fruit-juice,prune juice,none,cane juice,,
3713,fruit-juice,acai juice,none,cane juice,,
3715,fruit-juice,aloe juice,none,cane juice,,
4067,fruit-juice,tamarind water,none,tamarind paste,,
4145,fruit-juice,passion fruit juice,none,passion fruit liqueur,,
4237,fruit-juice,fruit juice,none,fruit wine,,
3723,fruit-melons,honeydew,none,honey,,
1991,fruit-pome,apple puree,none,apple pear,,
2095,fruit-pome,apple slice,none,apple juice,,
2561,fruit-pome,water apple,fruits,water pepper,,
2679,fruit-pome,green apple,none,green pepper,,
3591,fruit-pome,black apple,fruits,black salt,,
4853,fruit-pome,american mayapple,fruits,american leg,,
1002,fruit-preserves,chinese quince,fruits,chinese spinach,,
3072,fruit-preserves,indian prune,fruits,indian rice,,
3769,fruit-preserves,coconut butter,none,cocoa butter,,
5004,fruit-preserves,dried date,none,dried meat,,
1967,fruit-stone,red grape,none,dried grape,,
2031,fruit-stone,apricot half,none,apricot jam,,
3011,fruit-stone,spanish cherry,fruits,spanish rice,,
3220,fruit-stone,pigeon plum,fruits,pigeon pea,,
3228,fruit-stone,yellow plum,fruits,yellow pea,,
3232,fruit-stone,black grape,none,black gram,,
3306,fruit-stone,green grape,none,green gram,,
3819,fruit-stone,white peach,none,white chip,,
4139,fruit-stone,maraschino,none,stock maraschino,,
4427,fruit-stone,fresh date,none,fresh pasta,,
1100,fruit-tropical,green mango,none,green bean,,
2449,fruit-tropical,guarana,fruits,grana,,
4081,fruit-tropical,pineapple ring,none,pineapple vinegar,,
4155,fruit-tropical,coconut,fruits,coconut rum,,
4157,fruit-tropical,coconut meat,none,coconut rum,,
4420,fruit-tropical,green plantain,none,green pasta,,
4543,fruits-preserves,japanese raisin,fruits,japanese isinglass,,
1897,herbs,pure vanilla,none,purple granadilla,,
1913,legumes-nuts,tamari almond,none,tamarind,,
2595,legumes-nuts,ground cashew,none,ground ash,,
3382,legumes-nuts,cashew nut,fruits,cashew butter,,
3384,legumes-nuts,chestnut spread,none,nut spread,,
3386,legumes-nuts,chunky peanut butter,none,peanut butter,,
3396,legumes-nuts,creamy peanut butter,general,natural peanut butter,,
3398,legumes-nuts,smooth natural peanut butter,none,natural peanut butter,,
3416,legumes-nuts,roasted chestnut,none,roasted chestnut flour,,
3422,legumes-nuts,roasted hazelnut,none,ground hazelnut,,
3425,legumes-nuts,ground walnut,none,ground hazelnut,,
3428,legumes-nuts,ground peanut,none,ground hazelnut,,
3503,legumes-nuts,roasted peanut,fruits,roasted soybean,,
4541,legumes-nuts,japanese peanut,none,japanese gelatin,,
4874,legumes-nuts,ground pecan,none,ground veal,,
4986,legumes-nuts,sliced almond,fruits,sliced ham,,
5013,legumes-nuts,pecan,fruits,pemmican,,
5081,legumes-nuts,smoked almond,none,smoked salmon,,
5150,legumes-nuts,unsalted peanut butter,none,unsalted butter,,
5214,legumes-nuts,walnut half,none,walnut oil,,
1735,liquor,sweet sherry,none,sweet cherry,,
2711,liquor,vanilla vodka,none,vanilla pod,,
3419,liquor,hazelnut liqueur,none,hazelnut flour,,
4123,liquor,white creme de cacao,none,creme de cacao,,
4604,liquor,amaretto,none,amaretti,,
4605,liquor,italian moscato,none,italian macaroon,,
1020,meat-beef,lean beef,none,leaf beet,,
3304,meat-beef,marrow bone,none,marrow bean,,
4766,meat-beef,beef roast,none,rib eye roast,,
4817,meat-beef,sirloin tip steak,none,sirloin porksteak,,
4855,meat-beef,spare rib,none,lamb sparerib,,
4906,meat-beef,beef steak,none,tube steak,,
4908,meat-beef,blade steak,none,tube steak,,
4945,meat-beef,cubed beef,none,corned beef,,
5000,meat-beef,stewing beef,none,swinging beef,,
5005,meat-beef,minced meat,none,dried meat,,
5084,meat-beef,smoked meat,deli_meats,smoked sprat,,
2773,meat-coldcuts,pimento loaf,deli_meats,pimento n,,
5113,meat-coldcuts,cooked ham,deli_meats,cooked shrimp,,
2621,meat-lamb,lamb's quarter,vegetable,lamb s quarter,,
4967,meat-lamb,boneless lamb,none,boneless ham,,
4760,meat-other,venison steak,none,english steak,,
4808,meat-other,ground bison,none,ground sirloin,,
2553,meat-pork,pork cheek,none,pak chee,,
3276,meat-pork,diced bacon,none,dried bean,,
4585,meat-pork,bacon,meat,baton,,
4790,meat-pork,barbecued pork,none,barbecue rib,,
5078,meat-pork,smoked bacon,none,smoked salmon,,
5079,meat-pork,smoked ham,none,smoked salmon,,
5083,meat-pork,smoked pork,none,smoked sprat,,
5169,meat-pork,pork rind,none,pork lard,,
5187,meat-pork,bacon bit,none,bacon fat,,
2533,meat-poultry,chicken wing,meat,chicken egg,,
2537,meat-poultry,chicken bone,none,chicken egg,,
2541,meat-poultry,chicken nugget,none,chicken egg,,
4752,meat-poultry,chicken fillet,none,chuck filet,,
4934,meat-poultry,chicken meat,none,pickle meat,,
4991,meat-poultry,chicken leg,meat,chicken liver,,
1885,meat-sausage,longaniza,none,longan,,
2581,meat-sausage,spanish chorizo,none,spanish chervil,,
3128,meat-sausage,sweet chorizo,none,sweet corn,,
3445,meat-sausage,sausage,deli_meats,usuage,,
4577,meat-sausage,sausage link,none,sausage casing,,
4612,meat-sausage,chorizo,deli_meats,corico,,
5077,meat-sausage,smoked sausage,meat,smoked sable,,
3302,meat-veal,veal,none,val,,
1006,miscellaneous,color food green,none,collard green,,
1450,miscellaneous,nacho chip,none,ancho chile,,
1454,miscellaneous,banana chip,none,banana chile,,
1504,miscellaneous,diet dr. pepper,none,dried pepper,,
1603,miscellaneous,bean soup,none,bean sprout,,
1927,miscellaneous,vegetable base,none,vegetable egg,,
2067,miscellaneous,raspberry sherbet,none,raspberry preserve,,
2131,miscellaneous,coffee bean,none,coffee cream,,
2137,miscellaneous,coffee ice cream,none,coffee cream,,
2445,miscellaneous,granola,none,grana,,
2827,miscellaneous,dr pepper,none,red pepper,,
2829,miscellaneous,dr. pepper,none,red pepper,,
3025,miscellaneous,instant coffee,none,instant rice,,
3440,miscellaneous,protein powder,none,praline powder,,
3473,miscellaneous,deep-fried tofu,none,deep fat fried tofu,,
3475,miscellaneous,extra firm silken tofu,none,extra firm tofu,,
3487,miscellaneous,semi firm tofu,none,firm tofu,,
3491,miscellaneous,medium firm tofu,none,medium tofu,,
3493,miscellaneous,firm silken tofu,none,silken tofu,,
4101,miscellaneous,matcha,none,masticha,,
4423,miscellaneous,orange soda,none,orange pasta,,
4493,miscellaneous,ramen noodle,none,fen noodle,,
4658,miscellaneous,potato gnocchi,none,potato chip,,
5069,miscellaneous,dried bonito,none,dried bonito flake,,
2217,oils,coconut oil,general,coconut milk,,
2611,oils,avocado oil,none,avocado leaf,,
2889,oils,sichuan peppercorn oil,none,sichuan pepper salt,,
3322,oils,soybean oil,none,soybean,,
3549,oils,frying oil,none,flavoring oil,,
3603,oils,cooking oil,general,cooking salt,,
3611,oils,cooking fat,none,cooking salt,,
4404,oils,pumpkin seed oil,none,pumpkin seed flour,,
4405,oils,rice bran oil,none,rice bran,,
3196,salt,sea salt flake,none,spelt flake,,
4438,salt,truffle salt,none,truffle pasta,,
5064,salt,pink salt,none,pink salmon,,
5188,salt,bacon salt,none,bacon fat,,
1228,seafood-fish,snapper,seafood,snap pea,,
1576,seafood-fish,flat anchovy,none,fat choy,,
1657,seafood-fish,haddock,seafood,shaddock,,
1945,seafood-fish,white fleshed fish,none,white fleshed,,
2497,seafood-fish,pompano,seafood,romano,,
2823,seafood-fish,red snapper,none,red pepper,,
2879,seafood-fish,pike,seafood,spike,,
2987,seafood-fish,flounder,seafood,flour,,
2989,seafood-fish,flounder,seafood,flour,,
3252,seafood-fish,yellowtail,none,yellow lentil,,
3272,seafood-fish,dried prawn,none,dried bean,,
3621,seafood-fish,halibut,seafood,halite,,
3705,seafood-fish,clam juice,seafood,cane juice,,
4297,seafood-fish,white tuna,none,white tequila,,
4749,seafood-fish,haddock fillet,none,chuck fillet,,
4750,seafood-fish,char fillet,none,chuck fillet,,
4751,seafood-fish,hake fillet,none,chuck fillet,,
4753,seafood-fish,fish stock,none,fish steak,,
4754,seafood-fish,swordfish steak,none,fish steak,,
4776,seafood-fish,halibut steak,none,butt steak,,
4833,seafood-fish,fresh tuna steak,none,fresh hamsteak,,
4891,seafood-fish,fresh cod,none,fresh bacon,,
4904,seafood-fish,tuna steak,none,tube steak,,
4974,seafood-fish,canned tuna,none,canned ham,,
4978,seafood-fish,salmon steak,none,ham steak,,
4991,seafood-fish,branzino,none,brain,,
5160,seafood-fish,butter fish,seafood,butter oil,,
1759,seafood-shellfish,fresh prawn,none,fresh prune,,
2005,seafood-shellfish,crab leg,none,crab apple,,
2965,seafood-shellfish,whole crab,none,whole grain,,
4259,seafood-shellfish,brown shrimp,none,brown rum,,
2693,seeds,toasted sesame seed,spice,white sesame seed,,
3402,seeds,sesame paste,none,sesame seed paste,,
4053,seeds,green pumpkin seed,none,green pumpkin seed sauce,,
4299,seeds,white quinoa,none,white tequila,,
4858,seeds,ground flax,none,ground lamb,,
5038,seeds,kawakawa seed,herbs,kawakawa,,
5114,seeds,sesame,herbs,steamer,,
2601,seeds-barley,barley,none,parsley,,
4392,seeds-oats,oat bran,none,wheat bran,,
4529,seeds-oats,quick-cooking oat,none,quick cooking tapioca,,
4877,seeds-oats,oat,none,goat,,
3226,seeds-rice,yellow rice,none,yellow pea,,
4765,seeds-rice,black rice,none,back rib,,
1498,spices,dried dill,none,dried chile,,
1506,spices,ancho chili ground pepper,none,ancho chile pepper,,
1534,spices,dried chive,none,red chile,,
1562,spices,cracked green olive,none,raw green olive,,
2707,spices,vanilla,spice,vanilla pod,,
2903,spices,seasoning,spice,taco seasoning,,
3162,spices,potato flake,none,oatflakes,,
3168,spices,parsley flake,none,barley flake,,
3194,spices,celery flake,none,rye flake,,
3256,spices,dried oregano,spice,dried bean,,
3260,spices,dried basil,spice,dried bean,,
3407,spices,ground nutmeg,spice,ground nut,,
3413,spices,ground cinnamon,spice,ground almond,,
3431,spices,porcini powder,none,praline powder,,
3434,spices,anise powder,none,praline powder,,
3449,spices,dark miso,none,aka miso,,
3505,spices,sweet white miso paste,none,sweet white miso,,
3541,spices,cinnamon stick,spice,cinnamon oil,,
3659,spices,colman's mustard powder,none,custard powder,,
3847,spices,vanilla bean paste,none,chili bean paste,,
3897,spices,korean chile flake,none,korean chile paste,,
4109,spices,bitter spice,herbs,bitter spirit,,
4275,spices,jamaican jerk rub,none,jamaican rum,,
4281,spices,sweet gherkin,none,sweet gin,,
4417,spices,dried sage,none,dried pasta,,
4424,spices,fresh sage,none,fresh pasta,,
4437,spices,soy paste,none,soy pasta,,
4734,spices,ground cumin,spice,ground chicken,,
4736,spices,ground chile,none,ground chicken,,
4791,spices,barbecue rub,none,barbecue rib,,
4836,spices,pork rub,none,pork cube,,
4872,spices,ground clove,spice,ground veal,,
4926,spices,peppercorn,spice,pepperoni,,
5003,spices,dried thyme,spice,dried meat,,
5065,spices,dried mint flake,none,dried bonito flake,,
5073,spices,miso paste,general,fish paste,,
5082,spices,smoked paprika,spice,smoked sprat,,
5086,spices,black cumin,vegetable,black clam,,
5184,spices,vegetable seasoning,none,vegetable shortening,,
5198,spices,hot chili powder,none,hot chili oil,,
5199,spices,hot chili,none,hot chili oil,,
5230,spices,gumbo powder,herbs,gypsum powder,,
2865,sugars,pomegranate molasses,none,pomegranate seed,,
2867,sugars,pomegranate syrup,none,pomegranate seed,,
3555,sugars,vanilla frosting,none,vanilla flavoring,,
3823,sugars,baking sugar,none,sparkling sugar,,
4279,sugars,demerara sugar,none,demerara rum,,
4627,sugars,vanilla sugar,none,vanilla wafer,,
4631,sugars,vanilla glaze,none,vanilla wafer,,
1312,sweetener,sweetener,none,sweet pepper,,
2525,sweetener,artificial sweetener,none,artificial cheese,,
3625,sweetener,sugar substitute,none,salt substitute,,
2743,thickeners,powdered gelatin,none,powdered ginger,,
4524,vegetable-bean,snake bean,vegetable,shake blend,,
4940,vegetable-cabbage,white cabbage,none,white sausage,,
1372,vegetable-cucumber,pepino,fruits,pepinello,,
3054,vegetable-cucumber,sweet pickle,none,sweet rice,,
5107,vegetable-cucumber,lebanese cucumber,vegetable,sea cucumber,,
5109,vegetable-cucumber,ridge cucumber,vegetable,sea cucumber,,
1079,vegetable-flower,asparagus spear,none,asparagus bean,,
1165,vegetable-flower,asparagus tip,none,asparagus pea,,
1323,vegetable-fruits,chunky tomato,none,husk tomato,,
1919,vegetable-fruits,grape tomato,vegetable,tree tomato,,
1921,vegetable-fruits,stewed tomato,vegetable,tree tomato,,
1923,vegetable-fruits,rotel tomato,none,tree tomato,,
1925,vegetable-fruits,large tomato,none,tree tomato,,
1933,vegetable-fruits,fresh tomato,vegetable,english tomato,,
1981,vegetable-fruits,diced tomato,fruits,dried tomato,,
1983,vegetable-fruits,crushed tomato,general,dried tomato,,
1987,vegetable-fruits,roasted tomato,none,dried tomato,,
1989,vegetable-fruits,sliced tomato,none,dried tomato,,
2557,vegetable-garlic,garlic clove,vegetable,garlic chive,,
4399,vegetable-garlic,garlic,vegetable,gari,,
1000,vegetable-greens,kai-lan,vegetable,kai lan,,
1024,vegetable-greens,cooking green,none,long green,,
1028,vegetable-greens,navette,vegetable,nettle,,
4550,vegetable-greens,spinach leaf,vegetable,aspic leaf,,
4625,vegetable-greens,kale leaf,none,palm leaf,,
4626,vegetable-greens,balm leaf,none,palm leaf,,
5028,vegetable-greens,baby green,none,baby eel,,
5172,vegetable-greens,collard leaf,none,lard leaf,,
1018,vegetable-herb,marjoram leaf,none,jam leaf,,
1242,vegetable-herb,fresh oregano,herbs,fresh horse bean,,
1995,vegetable-herb,asian herb,none,asian pear,,
2193,vegetable-herb,fresh basil,herbs,fresh milk,,
2195,vegetable-herb,fresh mint,herbs,fresh milk,,
